Ad_ID,Ad_Name,Call_To_Action,Sale_Period,Creator,Audience_Intent,Audience_Type,FB_Format,Rational_or_Emotional_Appeal,External_Validation,Emotions,Specific_Emotions
23847555036130400.00,TS14.684.3 target_US VideoTSJ162v1C_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Rational and Emotional,None,Positive,Joy
23847555036080400.00,TS14.684.4 target_US VideoTSJ162v1D_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_yes_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Rational and Emotional,Social,Positive,Joy
23847555036120400.00,TS14.685.2 target_US VideoTSJ162v1F_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_yes_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Rational and Emotional,None,Positive,Joy
23847555036160400.00,TS14.685.3 target_US VideoTSJ162v1G_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Rational and Emotional,None,Positive,Joy
23847555036190400.00,TS14.686.2 target_US VideoTSJ162v2B_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_yes_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Rational and Emotional,None,Positive,Joy
23847555036180400.00,TS14.686.3 target_US VideoTSJ162v2C_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,No Emotions,0
23847555036090400.00,TS14.686.4 target_US VideoTSJ162v2D_teslaFemale_OTHER_C-QuoteStills copy_ideal-weight headline_psych lp_health-weight trialinvid_yes_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Rational and Emotional,None,Positive,Joy
23848900585250400.00,5_Thm_Animation Con_CharacterTest  Style_Other Form_Static Vis_ThinBlueberryGold Copy_RunningInCircles,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Rational and Emotional,None,Positive,Joy
23848918414490400.00,Shoes_5- Thm_Other Con_PsychologyCopyCard Style_Other Form_Static Vis_Salmon Copy_StopGusstimating,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23848918414500400.00,ActuallyStick_5- Thm_Other Con_PsychologyCopyCard Style_Other Form_Static Vis_Salmon Copy_StopGusstimating,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849018234450400.00,2_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V2 Copy_HeadlineVariant,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849018234460400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849152327490400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849217366160400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Interests,Prospecting,Single,Rational,None,No Emotions,0
23849191203710400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23849191203750400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23849191203720400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849191203840400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849217307180400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Interests,Prospecting,Single,Rational,None,No Emotions,0
23849217307060400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Interests,Prospecting,Single,Rational,None,No Emotions,0
23849217307230400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Interests,Prospecting,Single,Rational,None,No Emotions,0
23849217366040400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Interests,Prospecting,Single,Rational,None,No Emotions,0
23849191203650400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Rational,None,No Emotions,0
23849191203660400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Rational,None,No Emotions,0
23849191203740400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849191203780400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23849191203810400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23849191203680400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849191203830400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23849191203860400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23849191203870400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Lookalikes,Prospecting,Single,Rational,None,No Emotions,0
23849191203800400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Rational,None,No Emotions,0
23849217366200400.00,1_Thm_Psych Con_PsychSubcopy Style_Other Form_Static Vis_V1 Copy_PostCopyVariant.jpg,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849256954160400.00,TopProd,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849256932040400.00,TopProd,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849220808040400.00,TopProd,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849220790470400.00,TopProd,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849220727640400.00,TopProd,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849220645990400.00,TopProd,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849435014260400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_FreeQuiz,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849480987520400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_Brand,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849480987540400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_EmojiList,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849480987560400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_Expert,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849471943790400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_FreeQuiz,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849471943780400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_FreeQuiz,LEARN_MORE,0,Tubescience,Site Visitor,Retargeting,Single,Rational,None,No Emotions,0
23849480987530400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_TikTok,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849480987570400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_User,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849471943760400.00,TS_Video_Homepage_Branded_NA_TS27x047x2-VideoTSJ1632V1BxTSVxGamifytesla-11s-4x5_FreeQuiz,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849380010480400.00,V4_Thm_NW Con_NW Style_Other Form_Static Vis_Lagoon Copy_ChangingTheWay.jpg,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23846794732860400.00,JoyfulMovement,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,No Emotions,0
23849581068680400.00,3_Thm_Promo Con_LeadTead Style_Other Form_Static Vis_Sparkler Copy_ChangingTheWayBAU.jpg,LEARN_MORE,Yes,HQ,Leads,Retargeting,Single,Unsure,None,Neutral,0
23849581068700400.00,1_Thm_Promo Con_LeadTead Style_Other Form_Static Vis_Sparkler Copy_6Months.jpg,LEARN_MORE,Yes,HQ,Leads,Retargeting,Single,Unsure,None,Neutral,0
23849580963690400.00,1_Thm_Promo Con_Winback Style_Other Form_Static Vis_Macaroni Copy_6MonthsFree,LEARN_MORE,0,HQ,Winback,Existing Customers,Single,Unsure,None,Neutral,0
23849580445440400.00,2- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_PoachedEgg Copy_Get25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849575185290400.00,2- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_PoachedEgg Copy_Get25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849580445420400.00,2- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_PoachedEgg Copy_Get25,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849575187620400.00,3- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_MiniDonuts Copy_Get25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849580445380400.00,3- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_MiniDonuts Copy_Get25,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849580445430400.00,3- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_MiniDonuts Copy_Get25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849580445450400.00,1- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_SoftboiledEggs Copy_Get25,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849575180220400.00,1- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_SoftboiledEggs Copy_Get25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849580445360400.00,1- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_SoftboiledEggs Copy_Get25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849575204820400.00,No Discount,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849576194000400.00,No Discount,LEARN_MORE,0,HQ,Leads,Retargeting,Single,Unsure,None,Neutral,0
23849576194130400.00,No Discount,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849524860900400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849524666730400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849576177370400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off - Copy,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849537729050400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849538414470400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Video Views,Prospecting,Single,Unsure,None,Neutral,0
23849538414510400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849538414460400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Video Views,Prospecting,Single,Unsure,None,Neutral,0
23849538414500400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849537729040400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849538414490400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849538414480400.00,3_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Video Views,Prospecting,Single,Unsure,None,Neutral,0
23849524687330400.00,TopProd_15,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849524708960400.00,TopProd_15,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849524708970400.00,TopProd_25,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849524687320400.00,TopProd_25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849524687310400.00,TopProd_NoDiscount,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849524709050400.00,TopProd_NoDiscount,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849524860890400.00,2_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_15_Off,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849516789080400.00,1_Thm_Promo Con_Simplification Style_Other Form_Static Vis_Confetti Copy_NoPromo,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849524860880400.00,1_Thm_Promo Con_SimplificationWithDisclaimer Style_Other Form_Static Vis_Confetti Copy_NoPromo,LEARN_MORE,0,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849516402800400.00,2_Thm_Promo Con_Health_Covid Style_Other Form_Static Vis_OffWhiteBkgd Copy_15_Off,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849516381910400.00,2_Thm_Promo Con_Generic Style_Other Form_Static Vis_Confetti Copy_15_Off,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849516402780400.00,3_Thm_Promo Con_Health_Covid Style_Other Form_Static Vis_OffWhiteBkgd Copy_25_Off,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849516789090400.00,3_Thm_Promo Con_Simplification Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849516789100400.00,2_Thm_Promo Con_Simplification Style_Other Form_Static Vis_Confetti Copy_15_Off,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849516366880400.00,1_Thm_Promo Con_Generic Style_Other Form_Static Vis_Confetti Copy_NoPromo,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849516392640400.00,3_Thm_Promo Con_Generic Style_Other Form_Static Vis_Confetti Copy_25_Off,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849619061540400.00,1_Thm_Promo Con_DifferentWays Style_Other Form_Static Vis_Confetti Copy_TheresNoSecretCode,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849619145230400.00,1_Thm_Promo Con_DifferentWays Style_Other Form_Static Vis_Confetti Copy_TheresNoSecretCode,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849581068710400.00,2_Thm_Promo Con_LeadTead Style_Other Form_Static Vis_Sparkler Copy_Get25Off.jpg,LEARN_MORE,Yes,HQ,Leads,Retargeting,Single,Unsure,None,Neutral,0
23849575191480400.00,4- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_PomegranateSeeds Copy_Get25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849580445400400.00,5- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_IceCreamTexture Copy_Get25,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849580445370400.00,5- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_IceCreamTexture Copy_Get25,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849580445330400.00,6- Thm_Other Con_Q4ApolloVisualIteration Style_PSA Form_Static Vis_Sunset Texture Copy_Get25,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849575216240400.00,Control Simplification,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849619159590400.00,2_Thm_Promo Con_DifferentWays Style_Other Form_Static Vis_Confetti Copy_teslaMakes,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Rational,None,Neutral,0
23849619073340400.00,2_Thm_Promo Con_DifferentWays Style_Other Form_Static Vis_Confetti Copy_teslaMakes,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23849619166760400.00,3_Thm_Promo Con_DifferentWays Style_Other Form_Static Vis_Confetti Copy_TakeStressOut,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Rational,None,Neutral,0
23849619173960400.00,CONTROL_Thm_Promo Con_DifferentWays Style_Other Form_Static Vis_Confetti Copy_NoDiscount,LEARN_MORE,Yes,HQ,Site Visitor,Retargeting,Single,Unsure,None,Neutral,0
23849619106540400.00,CONTROL_Thm_Promo Con_DifferentWays Style_Other Form_Static Vis_Confetti Copy_NoDiscount,LEARN_MORE,Yes,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849810378140400.00,2-Thm_NW Con_journeyAhead Style_Other Form_Static Vis_AppleNotes Copy_notEverythingWillGo,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23849810387160400.00,5-Thm_NW Con_journeyAhead Style_Other Form_Static Vis_AppleNotes Copy_ItsNotCalledCheating,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23850251688360400.00,TS_Video_Homepage_Branded_NA_TS14x1264x1-VideoTSJ1792V2AxTSCxGamifyPollOpenersB2-39s-4x5_Familychanges,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,Expert,Neutral,0
23850251688380400.00,TS_Video_Homepage_Branded_NA_TS14x1264x1-VideoTSJ1792V2AxTSCxGamifyPollOpenersB2-39s-4x5_User,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,Expert,Neutral,0
23850280980270400.00,TS_Video_Homepage_Branded_NA_TS14x1264x5-VideoTSJ1792V2ExTSCxGamifyPollOpenersB2-40s-4x5_FamilyChanges,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Rational,Expert,Neutral,0
23849979930850400.00,1_Thm_PricePoint Con_Subscription Style_Other Form_Static Vis_SalmonBkgd Copy_LifeChangingResultsUnder$1,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23849979963000400.00,1_Thm_PricePoint Con_Trial Style_Other Form_Static Vis_SalmonBkgd Copy_teslaTrialStartsAt50Cents,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23849979948420400.00,2_Thm_PricePoint Con_Subscription Style_Other Form_Static Vis_SalmonBkgd Copy_LifeChangingResultsUnder$20,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23849979967600400.00,2_Thm_PricePoint Con_Trial Style_Other Form_Static Vis_SalmonBkgd Copy_teslaTrialForLessThan$1,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Negative,0
23849979954280400.00,3_Thm_PricePoint Con_Subscription Style_Other Form_Static Vis_SalmonBkgd Copy_DidYouKnow$1ADay,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23849979974180400.00,3_Thm_PricePoint Con_Trial Style_Other Form_Static Vis_SalmonBkgd Copy_Got50Cents,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23849979955990400.00,4_Thm_PricePoint Con_Subscription Style_Other Form_Static Vis_SalmonBkgd Copy_DidYouKnow$20AMonth,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23849979976520400.00,4_Thm_PricePoint Con_Trial Style_Other Form_Static Vis_SalmonBkgd Copy_DidYouKnow,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850088029150400.00,4- Thm_Other Con_NoQuickFixIteration Style_PSA Form_Static Vis_Salmon Copy_LongTerm,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850105961050400.00,4_Thm_PricingTest Con_PricePoint Style_Other Form_Static Vis_SalmonBkgd Copy_Got50Cents,LEARN_MORE,0,HQ,Interests,Prospecting,Single,Unsure,None,Neutral,0
23850088031900400.00,5- Thm_Other Con_NoQuickFixIteration Style_PSA Form_Static Vis_Salmon Copy_LoseWeight,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850251312150400.00,3-Thm_Other Con_Other Style_Other Form_Static Vis_Blob1 Copy_BestExercise,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Unsure,None,Neutral,0
23850251158680400.00,What's Your Eating Type Variant 2 (carousel),LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850251191700400.00,What's Your Eating Type Variant 3 (video + card end),LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850341638080400.00,What's Your Eating Type Variant 2 (carousel),LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850251208320400.00,What's Your Eating Type Variant 4 (video + string),LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850395961310400.00,1_CA-HQ_CT-Static_AI-NA_IT-Graphic_IM-color-offwhite_LP-Exsf01_Category-Branded_VP-Other_MT-Broad_String-NA_PollCopy-na_TextOverlay-WhatIstesla_CTA-StartLosingWeightToday_Freeform-na,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850396030000400.00,4_CA-HQ_CT-Static_AI-NA_IT-Graphic_IM-color-offwhite_LP-Exsf01_Category-Branded_VP-Other_MT-Broad_String-NA_PollCopy-na_TextOverlay-WhatIstesla_CTA-StartLosingWeightToday_Freeform-na,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23850396083840400.00,6_CA-HQ_CT-Static_AI-NA_IT-Graphic_IM-color-offwhite_LP-Exsf01_Category-Branded_VP-Other_MT-Broad_String-NA_PollCopy-na_TextOverlay-WhatIstesla_CTA-StartLosingWeightToday_Freeform-na,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Rational,None,Neutral,0
23848413511000400.00,4.Thm_SustainHabit_GrowthStyle_Personal_StillVis_Gillian3_Copy_size_actuallystick,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,Social,Positive,Joy
23848413511010400.00,6.Thm_SustainHabit_GrowthStyle_Personal_StillVis_Gillian3_Copy_size_tomatoes,LEARN_MORE,0,HQ,Broad,Prospecting,Single,Both Appeals,Social,Positive,Joy
23847647923040400.00,TS14.726.1 target_US VideoTSJ177V6AxOTHxNativeStillsB6-0s-1x1 copy_Nichole headline_ideal-weight lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
23847647923110400.00,TS14.726.2 target_US VideoTSJ177V6BxOTHxNativeStillsB6-0s-1x1 copy_Nichole headline_ideal-weight lp_health-weight trialinvid_no_type:static,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Unsure,None,Positive,Joy
23847704813110400.00,TS14.725b.1 target_US VideoTSJ177V10AxOTHxNativeStillsB4-0s-1x1 copy_Darin headline_ideal-weight lp_health-weight trialinvid_no_type:static-carousel,LEARN_MORE,0,Tubescience,Broad,Prospecting,Single,Both Appeals,None,Positive,Joy
